id;name
3;ROLE_SG
4;ROLE_DRH
5;ROLE_DGFP
6;ROLE_RESP_DRH
7;ROLE_REDACTEUR
8;ROLE_SH
9;ROLE_SRH
10;ROLE_DEMANDEUR
11;ROLE_ADMIN_STRUC

